,N,F0,m,d_ms,d0,v0,prob,collision
10457,10.0,-4701.0,1413.0,1006.0,4.0,100.0,0.5,0.0
10459,7.0,-3449.0,1967.0,1342.0,2.0,113.0,0.5,1.0
10461,10.0,-1327.0,1469.0,1338.0,5.0,125.0,0.5,0.0
10462,9.0,-1502.0,1377.0,686.0,5.0,119.0,0.5,0.0
10463,4.0,-2016.0,1743.0,1265.0,2.0,133.0,0.5,1.0
10464,9.0,-2944.0,1864.0,550.0,5.0,157.0,0.5,0.0
10466,9.0,-3099.0,1158.0,1493.0,2.0,118.0,0.5,1.0
10467,7.0,-3843.0,1852.0,667.0,3.0,94.0,0.5,1.0
10469,4.0,-321.0,1053.0,774.0,2.0,126.0,0.5,1.0
10472,4.0,-219.0,1823.0,1245.0,3.0,109.0,0.5,1.0
10473,5.0,-1409.0,1816.0,845.0,2.0,78.0,0.5,1.0
10474,8.0,-2208.0,1331.0,1444.0,2.0,77.0,0.5,1.0
10475,5.0,-4365.0,1842.0,750.0,2.0,145.0,0.5,1.0
10477,5.0,-3859.0,1405.0,849.0,3.0,108.0,0.5,1.0
10478,6.0,-1127.0,1218.0,714.0,2.0,89.0,0.5,1.0
10479,9.0,-2625.0,1521.0,619.0,2.0,106.0,0.5,1.0
10483,10.0,-4093.0,1304.0,1136.0,5.0,71.0,0.5,0.0
10484,9.0,-4052.0,1193.0,1102.0,4.0,98.0,0.5,1.0
10486,11.0,-2093.0,1993.0,1347.0,3.0,154.0,0.5,0.0
10487,8.0,-2727.0,1053.0,1387.0,5.0,91.0,0.5,0.0
10488,11.0,-1032.0,1630.0,1464.0,4.0,114.0,0.5,0.0
10489,11.0,-943.0,1932.0,904.0,3.0,145.0,0.5,0.0
10490,6.0,-310.0,1291.0,1087.0,4.0,66.0,0.5,0.0
10491,7.0,-1583.0,1889.0,763.0,4.0,77.0,0.5,0.0
10492,5.0,-314.0,1015.0,1498.0,5.0,78.0,0.5,0.0
10493,10.0,-312.0,1296.0,817.0,4.0,92.0,0.5,0.0
10494,8.0,-4304.0,1121.0,613.0,2.0,155.0,0.5,1.0
10495,3.0,-3241.0,1717.0,917.0,3.0,90.0,0.5,1.0
10496,5.0,-877.0,1233.0,788.0,2.0,122.0,0.5,1.0
10497,7.0,-1838.0,1008.0,617.0,5.0,66.0,0.5,0.0
10498,10.0,-2920.0,1918.0,795.0,4.0,115.0,0.5,0.0
10499,5.0,-4947.0,1411.0,767.0,5.0,147.0,0.5,0.0
10500,7.0,-3311.0,1910.0,732.0,3.0,146.0,0.5,1.0
10501,7.0,-2676.0,1478.0,1160.0,2.0,68.0,0.5,1.0
10503,11.0,-2924.0,1217.0,688.0,5.0,136.0,0.5,0.0
10504,7.0,-1472.0,1299.0,1018.0,5.0,138.0,0.5,0.0
10508,8.0,-1166.0,1040.0,652.0,2.0,137.0,0.5,1.0
10510,7.0,-4455.0,1134.0,958.0,2.0,138.0,0.5,1.0
10511,10.0,-2910.0,1898.0,905.0,3.0,93.0,0.5,0.0
10512,9.0,-4634.0,1325.0,701.0,2.0,80.0,0.5,1.0
10515,8.0,-1710.0,1888.0,1322.0,5.0,90.0,0.5,0.0
10518,6.0,-4261.0,1005.0,1463.0,5.0,61.0,0.5,0.0
10520,5.0,-560.0,1794.0,764.0,3.0,153.0,0.5,1.0
10522,9.0,-2850.0,1566.0,1048.0,5.0,147.0,0.5,0.0
10524,7.0,-615.0,1545.0,988.0,3.0,69.0,0.5,1.0
10526,11.0,-1482.0,1327.0,1153.0,2.0,96.0,0.5,1.0
10529,4.0,-4693.0,1793.0,1498.0,2.0,133.0,0.5,1.0
10532,8.0,-688.0,1937.0,650.0,2.0,108.0,0.5,1.0
10533,11.0,-823.0,1887.0,1408.0,4.0,158.0,0.5,0.0
10534,11.0,-1063.0,1817.0,1278.0,3.0,91.0,0.5,1.0
10535,3.0,-1940.0,1618.0,899.0,5.0,95.0,0.5,0.0
10537,8.0,-4439.0,1422.0,772.0,2.0,114.0,0.5,1.0
10538,4.0,-1533.0,1124.0,1314.0,4.0,70.0,0.5,0.0
10539,4.0,-3151.0,1418.0,852.0,5.0,72.0,0.5,0.0
10540,10.0,-492.0,1876.0,631.0,5.0,117.0,0.5,0.0
10544,3.0,-255.0,1649.0,1292.0,2.0,141.0,0.5,1.0
10547,3.0,-1746.0,1367.0,1251.0,2.0,78.0,0.5,1.0
10548,7.0,-4460.0,1469.0,688.0,5.0,62.0,0.5,0.0
10549,4.0,-922.0,1472.0,1385.0,4.0,103.0,0.5,0.0
10550,6.0,-4239.0,1113.0,1097.0,4.0,77.0,0.5,0.0
10551,11.0,-1080.0,1008.0,707.0,4.0,109.0,0.5,0.0
10552,8.0,-3135.0,1503.0,701.0,4.0,148.0,0.5,0.0
10553,6.0,-4260.0,1886.0,1276.0,5.0,73.0,0.5,0.0
10555,3.0,-2558.0,1218.0,564.0,3.0,72.0,0.5,1.0
10556,7.0,-4230.0,1166.0,1257.0,5.0,120.0,0.5,0.0
10559,10.0,-576.0,1316.0,1247.0,5.0,151.0,0.5,1.0
10561,9.0,-4911.0,1704.0,1012.0,4.0,101.0,0.5,0.0
10562,3.0,-2874.0,1805.0,552.0,5.0,125.0,0.5,0.0
10564,9.0,-3498.0,1442.0,1254.0,5.0,151.0,0.5,0.0
10565,5.0,-3088.0,1439.0,698.0,3.0,149.0,0.5,0.0
10567,6.0,-4068.0,1353.0,963.0,4.0,64.0,0.5,0.0
10568,9.0,-3952.0,1011.0,1185.0,3.0,65.0,0.5,1.0
10569,7.0,-4451.0,1842.0,823.0,3.0,60.0,0.5,0.0
10571,11.0,-4782.0,1854.0,1281.0,2.0,124.0,0.5,1.0
10573,3.0,-4310.0,1873.0,932.0,4.0,110.0,0.5,0.0
10574,10.0,-1670.0,1852.0,1160.0,2.0,119.0,0.5,1.0
10576,6.0,-1850.0,1609.0,1121.0,2.0,68.0,0.5,1.0
10578,5.0,-4831.0,1360.0,533.0,4.0,67.0,0.5,0.0
10579,6.0,-2133.0,1139.0,1111.0,2.0,113.0,0.5,1.0
10582,7.0,-4786.0,1462.0,995.0,4.0,77.0,0.5,0.0
10586,11.0,-2847.0,1586.0,740.0,2.0,153.0,0.5,1.0
10587,5.0,-2710.0,1565.0,787.0,3.0,75.0,0.5,1.0
10589,3.0,-2116.0,1044.0,1293.0,5.0,155.0,0.5,0.0
10591,10.0,-2943.0,1085.0,965.0,3.0,150.0,0.5,0.0
10592,8.0,-2896.0,1784.0,785.0,3.0,123.0,0.5,1.0
10593,7.0,-2377.0,1119.0,895.0,3.0,111.0,0.5,1.0
10595,5.0,-3537.0,1265.0,567.0,3.0,77.0,0.5,1.0
10599,7.0,-2729.0,1156.0,1051.0,5.0,105.0,0.5,0.0
10601,9.0,-2009.0,1130.0,1209.0,5.0,147.0,0.5,0.0
10607,5.0,-883.0,1245.0,671.0,5.0,104.0,0.5,0.0
10609,8.0,-1918.0,1789.0,593.0,3.0,134.0,0.5,0.0
10610,6.0,-2482.0,1062.0,1400.0,3.0,137.0,0.5,1.0
10611,10.0,-1899.0,1716.0,1319.0,4.0,103.0,0.5,0.0
10612,7.0,-127.0,1258.0,637.0,2.0,126.0,0.5,1.0
10613,4.0,-923.0,1216.0,570.0,5.0,153.0,0.5,0.0
10615,9.0,-1616.0,1207.0,982.0,3.0,65.0,0.5,0.0
10617,9.0,-1714.0,1235.0,751.0,3.0,96.0,0.5,0.0
10618,11.0,-1032.0,1302.0,1330.0,3.0,71.0,0.5,1.0
10619,10.0,-4099.0,1010.0,1058.0,5.0,76.0,0.5,1.0
10621,7.0,-2450.0,1042.0,1445.0,2.0,95.0,0.5,1.0
10623,7.0,-4880.0,1713.0,1028.0,4.0,102.0,0.5,0.0
10624,3.0,-2954.0,1484.0,1116.0,4.0,91.0,0.5,0.0
10626,3.0,-255.0,1509.0,515.0,5.0,111.0,0.5,0.0
10627,4.0,-3603.0,1934.0,875.0,3.0,86.0,0.5,0.0
10628,11.0,-1650.0,1672.0,506.0,4.0,81.0,0.5,0.0
10630,3.0,-316.0,1420.0,968.0,2.0,151.0,0.5,1.0
10631,7.0,-1597.0,1701.0,1426.0,2.0,66.0,0.5,1.0
10632,5.0,-2750.0,1746.0,1434.0,2.0,151.0,0.5,1.0
10633,8.0,-3052.0,1164.0,1208.0,5.0,86.0,0.5,0.0
10636,7.0,-2328.0,1652.0,1122.0,2.0,110.0,0.5,1.0
10637,3.0,-4781.0,1317.0,654.0,2.0,101.0,0.5,1.0
10638,11.0,-1799.0,1533.0,1404.0,5.0,152.0,0.5,0.0
10640,11.0,-1549.0,1053.0,742.0,3.0,118.0,0.5,1.0
10644,3.0,-4869.0,1221.0,838.0,4.0,61.0,0.5,0.0
10645,9.0,-3578.0,1798.0,1298.0,5.0,86.0,0.5,0.0
10647,4.0,-1741.0,1837.0,1441.0,5.0,98.0,0.5,0.0
10648,5.0,-1859.0,1722.0,915.0,2.0,107.0,0.5,1.0
10649,5.0,-2807.0,1867.0,845.0,2.0,114.0,0.5,1.0
10651,6.0,-1778.0,1963.0,679.0,3.0,113.0,0.5,1.0
10652,3.0,-236.0,1851.0,1408.0,2.0,100.0,0.5,1.0
10654,7.0,-614.0,1200.0,604.0,2.0,114.0,0.5,1.0
10656,10.0,-1684.0,1436.0,1489.0,5.0,126.0,0.5,0.0
10660,4.0,-3305.0,1189.0,878.0,4.0,61.0,0.5,0.0
10661,11.0,-2153.0,1435.0,1196.0,5.0,65.0,0.5,0.0
10663,8.0,-3164.0,1462.0,1191.0,4.0,75.0,0.5,0.0
10667,4.0,-1763.0,1785.0,1220.0,3.0,142.0,0.5,0.0
10668,4.0,-2558.0,1357.0,821.0,4.0,109.0,0.5,0.0
10669,8.0,-4930.0,1098.0,1145.0,5.0,73.0,0.5,0.0
10671,5.0,-4364.0,1754.0,985.0,2.0,112.0,0.5,1.0
10672,9.0,-3601.0,1598.0,715.0,4.0,119.0,0.5,0.0
10675,5.0,-204.0,1718.0,1324.0,3.0,60.0,0.5,1.0
10677,8.0,-2253.0,1447.0,1300.0,3.0,143.0,0.5,1.0
10679,4.0,-4626.0,1258.0,916.0,4.0,81.0,0.5,0.0
10680,4.0,-2361.0,1422.0,1413.0,2.0,139.0,0.5,1.0
10682,8.0,-1918.0,1218.0,1248.0,2.0,76.0,0.5,1.0
10685,6.0,-4371.0,1745.0,1405.0,2.0,98.0,0.5,1.0
10687,7.0,-3879.0,1270.0,922.0,4.0,89.0,0.5,0.0
10688,9.0,-1311.0,1873.0,1331.0,3.0,102.0,0.5,0.0
10689,6.0,-4949.0,1549.0,574.0,2.0,125.0,0.5,1.0
10690,9.0,-3682.0,1508.0,841.0,4.0,68.0,0.5,0.0
10692,6.0,-3019.0,1605.0,1151.0,2.0,78.0,0.5,1.0
10694,11.0,-1453.0,1527.0,1338.0,2.0,151.0,0.5,1.0
10695,11.0,-474.0,1156.0,1409.0,3.0,153.0,0.5,1.0
10696,3.0,-2842.0,1752.0,1422.0,3.0,107.0,0.5,0.0
10697,5.0,-1482.0,1709.0,1039.0,4.0,125.0,0.5,0.0
10698,11.0,-236.0,1038.0,672.0,3.0,148.0,0.5,1.0
10699,9.0,-3208.0,1405.0,712.0,3.0,157.0,0.5,0.0
10701,4.0,-1155.0,1614.0,887.0,5.0,81.0,0.5,0.0
10704,9.0,-3673.0,1475.0,1300.0,3.0,79.0,0.5,0.0
10706,6.0,-4698.0,1005.0,617.0,2.0,88.0,0.5,1.0
10708,4.0,-3227.0,1692.0,1242.0,3.0,93.0,0.5,1.0
10709,9.0,-385.0,1699.0,1133.0,5.0,63.0,0.5,0.0
10710,4.0,-1089.0,1690.0,1298.0,4.0,148.0,0.5,0.0
10711,7.0,-2064.0,1099.0,971.0,4.0,134.0,0.5,0.0
10712,7.0,-2524.0,1567.0,661.0,4.0,111.0,0.5,0.0
10714,9.0,-124.0,1879.0,1156.0,4.0,93.0,0.5,1.0
10716,8.0,-4844.0,1663.0,1466.0,5.0,61.0,0.5,0.0
10717,4.0,-4380.0,1767.0,1219.0,4.0,139.0,0.5,0.0
10719,3.0,-4494.0,1230.0,999.0,2.0,64.0,0.5,1.0
10720,8.0,-4927.0,1973.0,665.0,2.0,68.0,0.5,1.0
10722,5.0,-3643.0,1049.0,792.0,5.0,98.0,0.5,0.0
10723,10.0,-1804.0,1195.0,1131.0,3.0,120.0,0.5,1.0
10724,8.0,-4116.0,1333.0,1010.0,5.0,71.0,0.5,0.0
10726,10.0,-4098.0,1117.0,969.0,4.0,73.0,0.5,1.0
10728,8.0,-1778.0,1228.0,895.0,2.0,148.0,0.5,1.0
10729,9.0,-1006.0,1431.0,1109.0,4.0,86.0,0.5,0.0
10730,4.0,-1700.0,1073.0,1241.0,4.0,155.0,0.5,0.0
10731,8.0,-758.0,1681.0,1098.0,5.0,148.0,0.5,0.0
10732,10.0,-3347.0,1107.0,958.0,5.0,143.0,0.5,0.0
10733,6.0,-2042.0,1985.0,997.0,3.0,110.0,0.5,0.0
10734,3.0,-4969.0,1366.0,1495.0,5.0,99.0,0.5,0.0
10737,7.0,-2064.0,1930.0,643.0,2.0,137.0,0.5,1.0
10738,3.0,-4096.0,1778.0,1289.0,4.0,112.0,0.5,0.0
10739,10.0,-431.0,1070.0,1307.0,2.0,135.0,0.5,1.0
10740,9.0,-1640.0,1335.0,1055.0,4.0,117.0,0.5,0.0
10744,11.0,-1199.0,1563.0,961.0,5.0,109.0,0.5,0.0
10745,7.0,-1167.0,1370.0,880.0,2.0,81.0,0.5,1.0
10746,7.0,-2878.0,1224.0,653.0,3.0,135.0,0.5,0.0
10747,4.0,-4792.0,1752.0,1370.0,5.0,83.0,0.5,0.0
10748,6.0,-2432.0,1100.0,1471.0,3.0,94.0,0.5,1.0
10749,11.0,-2061.0,1369.0,618.0,2.0,65.0,0.5,1.0
10750,8.0,-4932.0,1610.0,684.0,5.0,91.0,0.5,0.0
10751,8.0,-4906.0,1769.0,1012.0,4.0,91.0,0.5,0.0
10752,6.0,-1419.0,1659.0,841.0,5.0,72.0,0.5,0.0
10754,8.0,-1906.0,1717.0,1140.0,3.0,91.0,0.5,1.0
10757,11.0,-159.0,1588.0,638.0,3.0,129.0,0.5,1.0
10758,10.0,-614.0,1007.0,506.0,3.0,126.0,0.5,1.0
10759,4.0,-3106.0,1593.0,594.0,3.0,93.0,0.5,1.0
10761,11.0,-3109.0,1316.0,1408.0,2.0,131.0,0.5,1.0
10762,4.0,-4221.0,1611.0,1358.0,4.0,134.0,0.5,0.0
10764,11.0,-240.0,1030.0,1032.0,2.0,102.0,0.5,1.0
10765,4.0,-990.0,1933.0,1468.0,5.0,78.0,0.5,0.0
10766,7.0,-3794.0,1478.0,545.0,5.0,99.0,0.5,0.0
10768,9.0,-304.0,1365.0,592.0,2.0,139.0,0.5,1.0
10770,10.0,-1659.0,1506.0,1403.0,5.0,135.0,0.5,0.0
10771,8.0,-854.0,1690.0,963.0,2.0,110.0,0.5,1.0
10772,3.0,-1608.0,1926.0,539.0,4.0,135.0,0.5,0.0
10773,4.0,-1584.0,1555.0,959.0,3.0,139.0,0.5,0.0
10774,6.0,-3629.0,1404.0,838.0,4.0,148.0,0.5,0.0
10775,3.0,-4541.0,1623.0,1186.0,2.0,73.0,0.5,1.0
10776,5.0,-4885.0,1850.0,898.0,3.0,129.0,0.5,1.0
10777,3.0,-4894.0,1609.0,1066.0,5.0,77.0,0.5,0.0
10778,11.0,-4584.0,1812.0,801.0,5.0,91.0,0.5,0.0
10779,9.0,-3793.0,1986.0,1053.0,4.0,82.0,0.5,0.0
10784,7.0,-123.0,1941.0,518.0,3.0,142.0,0.5,1.0
10785,3.0,-4330.0,1646.0,674.0,3.0,80.0,0.5,1.0
10786,6.0,-782.0,1189.0,1221.0,2.0,158.0,0.5,1.0
10787,3.0,-4076.0,1598.0,1082.0,2.0,134.0,0.5,1.0
10788,5.0,-3704.0,1126.0,1370.0,4.0,119.0,0.5,0.0
10789,6.0,-519.0,1221.0,1092.0,3.0,91.0,0.5,0.0
10790,10.0,-3361.0,1136.0,780.0,2.0,125.0,0.5,1.0
10791,9.0,-4852.0,1855.0,570.0,5.0,117.0,0.5,0.0
10793,10.0,-3479.0,1811.0,556.0,5.0,75.0,0.5,0.0
10794,7.0,-3003.0,1886.0,537.0,3.0,122.0,0.5,0.0
10795,3.0,-2902.0,1515.0,1432.0,4.0,121.0,0.5,0.0
10796,8.0,-1200.0,1394.0,804.0,3.0,93.0,0.5,0.0
10797,6.0,-591.0,1907.0,1126.0,3.0,121.0,0.5,1.0
10798,3.0,-1271.0,1669.0,1416.0,4.0,77.0,0.5,0.0
10802,9.0,-4116.0,1949.0,1380.0,5.0,119.0,0.5,0.0
10803,10.0,-1234.0,1072.0,1427.0,2.0,66.0,0.5,1.0
10804,10.0,-3801.0,1471.0,629.0,4.0,93.0,0.5,0.0
10805,7.0,-3299.0,1855.0,582.0,2.0,64.0,0.5,1.0
10807,3.0,-3249.0,1592.0,1401.0,4.0,137.0,0.5,0.0
10808,4.0,-198.0,1010.0,658.0,5.0,133.0,0.5,0.0
10809,3.0,-3157.0,1876.0,1174.0,5.0,97.0,0.5,0.0
10810,3.0,-2032.0,1073.0,1105.0,4.0,135.0,0.5,0.0
10811,3.0,-2305.0,1890.0,536.0,4.0,80.0,0.5,0.0
10813,5.0,-437.0,1510.0,556.0,5.0,128.0,0.5,0.0
10814,4.0,-1524.0,1372.0,752.0,3.0,134.0,0.5,1.0
10815,11.0,-3752.0,1257.0,1443.0,5.0,145.0,0.5,1.0
10817,7.0,-3519.0,1655.0,998.0,5.0,134.0,0.5,0.0
10821,8.0,-4479.0,1370.0,1283.0,4.0,66.0,0.5,0.0
10822,3.0,-1780.0,1225.0,1123.0,3.0,126.0,0.5,0.0
10823,4.0,-2088.0,1680.0,962.0,5.0,94.0,0.5,0.0
10824,5.0,-2357.0,1629.0,949.0,4.0,115.0,0.5,0.0
10825,4.0,-4973.0,1240.0,1289.0,2.0,123.0,0.5,1.0
10828,10.0,-793.0,1460.0,1334.0,4.0,69.0,0.5,0.0
10829,7.0,-1213.0,1280.0,941.0,5.0,157.0,0.5,0.0
10830,4.0,-728.0,1869.0,1101.0,3.0,96.0,0.5,1.0
10831,5.0,-1355.0,1072.0,627.0,4.0,101.0,0.5,0.0
10832,6.0,-2337.0,1079.0,636.0,4.0,88.0,0.5,0.0
10833,9.0,-4798.0,1758.0,538.0,4.0,136.0,0.5,0.0
10835,11.0,-4373.0,1847.0,895.0,5.0,116.0,0.5,0.0
10836,3.0,-1660.0,1983.0,1279.0,3.0,67.0,0.5,1.0
10837,6.0,-1253.0,1552.0,1313.0,2.0,120.0,0.5,1.0
10838,11.0,-3977.0,1388.0,653.0,5.0,134.0,0.5,0.0
10841,11.0,-3615.0,1260.0,958.0,4.0,114.0,0.5,0.0
10842,3.0,-2271.0,1049.0,1096.0,5.0,158.0,0.5,0.0
10844,5.0,-1177.0,1866.0,944.0,4.0,62.0,0.5,0.0
10845,3.0,-4517.0,1140.0,1346.0,3.0,115.0,0.5,0.0
10846,10.0,-4184.0,1938.0,764.0,3.0,148.0,0.5,1.0
10847,3.0,-4214.0,1184.0,634.0,3.0,60.0,0.5,0.0
10850,4.0,-1248.0,1858.0,964.0,4.0,117.0,0.5,0.0
10851,11.0,-1997.0,1161.0,529.0,5.0,151.0,0.5,0.0
10852,4.0,-3115.0,1678.0,594.0,3.0,104.0,0.5,0.0
10854,10.0,-1940.0,1883.0,1474.0,2.0,142.0,0.5,1.0
10855,7.0,-2429.0,1058.0,726.0,2.0,151.0,0.5,1.0
10856,10.0,-2378.0,1052.0,500.0,5.0,91.0,0.5,0.0
10857,9.0,-1654.0,1684.0,829.0,2.0,87.0,0.5,1.0
10858,9.0,-2217.0,1193.0,646.0,3.0,101.0,0.5,1.0
10859,6.0,-2120.0,1052.0,654.0,4.0,90.0,0.5,0.0
10860,8.0,-1827.0,1188.0,1318.0,3.0,131.0,0.5,1.0
10861,9.0,-3978.0,1824.0,745.0,3.0,142.0,0.5,1.0
10863,5.0,-4771.0,1477.0,748.0,4.0,108.0,0.5,0.0
10864,11.0,-2637.0,1442.0,1004.0,3.0,114.0,0.5,1.0
10865,9.0,-4327.0,1112.0,1439.0,3.0,120.0,0.5,1.0
10866,5.0,-4245.0,1234.0,977.0,5.0,122.0,0.5,0.0
10867,10.0,-670.0,1226.0,730.0,3.0,146.0,0.5,1.0
10868,4.0,-2593.0,1907.0,586.0,3.0,148.0,0.5,1.0
10870,10.0,-1235.0,1153.0,1352.0,4.0,124.0,0.5,0.0
10871,7.0,-3585.0,1621.0,1016.0,3.0,149.0,0.5,0.0
10872,11.0,-1497.0,1274.0,504.0,4.0,62.0,0.5,0.0
10873,5.0,-1552.0,1478.0,538.0,3.0,71.0,0.5,0.0
10874,10.0,-4088.0,1026.0,563.0,2.0,113.0,0.5,1.0
10877,6.0,-3605.0,1859.0,506.0,5.0,75.0,0.5,0.0
10880,10.0,-4779.0,1724.0,1448.0,4.0,137.0,0.5,1.0
10881,5.0,-3379.0,1039.0,1400.0,4.0,131.0,0.5,0.0
10883,3.0,-375.0,1483.0,1318.0,3.0,80.0,0.5,1.0
10886,10.0,-4234.0,1787.0,1487.0,2.0,60.0,0.5,1.0
10887,11.0,-1768.0,1612.0,1421.0,4.0,150.0,0.5,0.0
10890,10.0,-1670.0,1571.0,734.0,2.0,106.0,0.5,1.0
10892,6.0,-876.0,1915.0,1287.0,3.0,145.0,0.5,0.0
10896,4.0,-4187.0,1669.0,1093.0,2.0,68.0,0.5,1.0
10897,10.0,-645.0,1414.0,941.0,3.0,140.0,0.5,1.0
10898,7.0,-1069.0,1762.0,1396.0,3.0,90.0,0.5,1.0
10899,3.0,-4540.0,1419.0,839.0,4.0,95.0,0.5,0.0
10900,9.0,-2352.0,1799.0,1498.0,4.0,157.0,0.5,0.0
10902,9.0,-4100.0,1297.0,1075.0,2.0,151.0,0.5,1.0
10903,10.0,-4954.0,1829.0,694.0,5.0,126.0,0.5,0.0
10904,4.0,-1480.0,1116.0,574.0,5.0,132.0,0.5,0.0
10906,5.0,-1961.0,1725.0,615.0,4.0,84.0,0.5,0.0
10907,4.0,-4242.0,1945.0,1191.0,4.0,75.0,0.5,0.0
10908,6.0,-4038.0,1418.0,585.0,5.0,90.0,0.5,0.0
10911,8.0,-1290.0,1687.0,776.0,2.0,141.0,0.5,1.0
10913,3.0,-752.0,1536.0,1355.0,4.0,63.0,0.5,0.0
10915,11.0,-3434.0,1032.0,1212.0,5.0,88.0,0.5,1.0
10917,6.0,-744.0,1428.0,969.0,4.0,137.0,0.5,0.0
10919,3.0,-1675.0,1420.0,522.0,4.0,159.0,0.5,0.0
10920,3.0,-984.0,1386.0,506.0,4.0,151.0,0.5,0.0
10921,8.0,-445.0,1289.0,604.0,4.0,113.0,0.5,0.0
10922,9.0,-3068.0,1221.0,1496.0,2.0,86.0,0.5,1.0
10923,5.0,-1036.0,1055.0,689.0,2.0,60.0,0.5,1.0
10925,3.0,-2946.0,1923.0,857.0,4.0,90.0,0.5,0.0
10927,6.0,-898.0,1921.0,1499.0,5.0,67.0,0.5,0.0
10928,11.0,-365.0,1714.0,634.0,4.0,97.0,0.5,0.0
10930,4.0,-3574.0,1830.0,993.0,3.0,118.0,0.5,0.0
10931,8.0,-1348.0,1457.0,777.0,2.0,61.0,0.5,1.0
10932,4.0,-1002.0,1244.0,1130.0,3.0,150.0,0.5,1.0
10933,5.0,-2627.0,1911.0,799.0,2.0,104.0,0.5,1.0
10934,5.0,-2285.0,1623.0,1193.0,5.0,125.0,0.5,0.0
10935,8.0,-1258.0,1889.0,1268.0,5.0,109.0,0.5,0.0
10938,11.0,-4174.0,1129.0,869.0,3.0,150.0,0.5,1.0
10939,9.0,-3716.0,1652.0,590.0,4.0,158.0,0.5,0.0
10940,7.0,-2988.0,1582.0,890.0,3.0,123.0,0.5,1.0
10941,3.0,-4935.0,1050.0,794.0,4.0,103.0,0.5,0.0
10944,8.0,-2513.0,1420.0,1367.0,5.0,149.0,0.5,0.0
10945,10.0,-1982.0,1777.0,1064.0,5.0,110.0,0.5,0.0
10946,8.0,-2154.0,1110.0,1399.0,2.0,120.0,0.5,1.0
10947,9.0,-3979.0,1464.0,1414.0,4.0,140.0,0.5,1.0
10948,9.0,-3557.0,1401.0,1268.0,3.0,141.0,0.5,0.0
10949,6.0,-1741.0,1410.0,544.0,2.0,94.0,0.5,1.0
10950,3.0,-981.0,1236.0,529.0,5.0,99.0,0.5,0.0
10951,6.0,-398.0,1961.0,1104.0,4.0,101.0,0.5,0.0
10952,11.0,-3133.0,1856.0,1040.0,3.0,144.0,0.5,1.0
10953,11.0,-1228.0,1546.0,988.0,2.0,82.0,0.5,1.0
10954,8.0,-180.0,1517.0,553.0,3.0,121.0,0.5,1.0
10956,10.0,-4525.0,1648.0,523.0,5.0,137.0,0.5,0.0
10958,11.0,-802.0,1137.0,1191.0,3.0,66.0,0.5,0.0
10959,9.0,-2047.0,1634.0,853.0,2.0,97.0,0.5,1.0
10961,9.0,-865.0,1056.0,912.0,2.0,92.0,0.5,1.0
10962,8.0,-750.0,1302.0,1406.0,3.0,151.0,0.5,1.0
10966,4.0,-4056.0,1822.0,917.0,5.0,118.0,0.5,0.0
10969,8.0,-1891.0,1665.0,647.0,5.0,116.0,0.5,0.0
10970,5.0,-1837.0,1692.0,1255.0,5.0,105.0,0.5,0.0
10971,4.0,-2941.0,1140.0,1143.0,4.0,63.0,0.5,0.0
10973,8.0,-2507.0,1836.0,1458.0,3.0,87.0,0.5,1.0
10975,3.0,-3969.0,1071.0,1279.0,3.0,153.0,0.5,0.0
10976,11.0,-2920.0,1994.0,1180.0,3.0,77.0,0.5,0.0
10977,4.0,-207.0,1861.0,1289.0,2.0,157.0,0.5,1.0
10978,8.0,-4801.0,1450.0,1253.0,4.0,131.0,0.5,0.0
10982,9.0,-1144.0,1985.0,573.0,4.0,103.0,0.5,0.0
10985,9.0,-2831.0,1144.0,904.0,4.0,133.0,0.5,0.0
10986,11.0,-2966.0,1329.0,1340.0,2.0,150.0,0.5,1.0
10987,11.0,-2961.0,1559.0,1421.0,4.0,88.0,0.5,1.0
10988,4.0,-3324.0,1115.0,1203.0,4.0,159.0,0.5,0.0
10989,5.0,-1512.0,1734.0,860.0,4.0,73.0,0.5,0.0
10990,10.0,-434.0,1475.0,1242.0,5.0,118.0,0.5,0.0
10993,6.0,-3259.0,1868.0,1318.0,3.0,106.0,0.5,1.0
10994,11.0,-3245.0,1781.0,1312.0,5.0,159.0,0.5,0.0
10995,7.0,-4910.0,1506.0,1422.0,2.0,149.0,0.5,1.0
10996,7.0,-4483.0,1708.0,1229.0,4.0,138.0,0.5,0.0
10997,7.0,-4322.0,1745.0,1224.0,2.0,159.0,0.5,1.0
11001,11.0,-4676.0,1832.0,1402.0,3.0,115.0,0.5,1.0
11002,6.0,-1490.0,1255.0,1204.0,2.0,98.0,0.5,1.0
11003,5.0,-4377.0,1519.0,596.0,4.0,93.0,0.5,0.0
11004,9.0,-948.0,1399.0,1365.0,3.0,126.0,0.5,0.0
11005,3.0,-895.0,1002.0,636.0,5.0,137.0,0.5,0.0
11006,3.0,-1315.0,1708.0,584.0,4.0,101.0,0.5,0.0
11008,9.0,-936.0,1161.0,1129.0,3.0,63.0,0.5,1.0
11010,4.0,-1343.0,1571.0,1465.0,3.0,85.0,0.5,0.0
11013,4.0,-293.0,1393.0,1092.0,4.0,87.0,0.5,0.0
11014,4.0,-3313.0,1495.0,694.0,4.0,74.0,0.5,0.0
11015,11.0,-2828.0,1302.0,1083.0,3.0,122.0,0.5,0.0
11017,5.0,-4506.0,1310.0,688.0,5.0,110.0,0.5,0.0
