,N,F0,m,d_ms,d0,v0,prob,collision
11922,8.0,-2620.0,783.0,629.0,3.0,107.0,0.5,1.0
11924,3.0,-1010.0,671.0,741.0,2.0,109.0,0.5,1.0
11925,7.0,-1644.0,530.0,1495.0,2.0,86.0,0.5,1.0
11926,9.0,-4311.0,842.0,1055.0,4.0,97.0,0.5,1.0
11927,9.0,-3783.0,785.0,1175.0,5.0,97.0,0.5,1.0
11930,5.0,-1473.0,621.0,1380.0,5.0,105.0,0.5,0.0
11933,6.0,-3063.0,744.0,1369.0,4.0,158.0,0.5,1.0
11936,8.0,-729.0,545.0,1006.0,2.0,123.0,0.5,1.0
11940,9.0,-1702.0,741.0,1425.0,3.0,138.0,0.5,1.0
11942,6.0,-3045.0,946.0,984.0,3.0,126.0,0.5,1.0
11943,10.0,-3546.0,593.0,701.0,3.0,89.0,0.5,1.0
11947,7.0,-3036.0,744.0,1397.0,2.0,136.0,0.5,1.0
11950,8.0,-796.0,553.0,893.0,4.0,128.0,0.5,0.0
11953,9.0,-3161.0,724.0,1291.0,3.0,142.0,0.5,1.0
11956,5.0,-2964.0,814.0,985.0,3.0,92.0,0.5,0.0
11964,10.0,-517.0,851.0,1422.0,4.0,85.0,0.5,0.0
11967,7.0,-4600.0,715.0,642.0,3.0,126.0,0.5,1.0
11971,7.0,-161.0,598.0,876.0,4.0,68.0,0.5,0.0
11972,6.0,-4771.0,526.0,832.0,3.0,134.0,0.5,1.0
11973,8.0,-3437.0,898.0,845.0,3.0,107.0,0.5,0.0
11980,8.0,-382.0,1000.0,804.0,5.0,121.0,0.5,0.0
11984,5.0,-889.0,889.0,1177.0,3.0,108.0,0.5,0.0
11988,7.0,-3593.0,985.0,1497.0,4.0,86.0,0.5,1.0
11989,7.0,-269.0,599.0,685.0,5.0,75.0,0.5,0.0
11991,7.0,-2933.0,556.0,1315.0,3.0,132.0,0.5,1.0
12002,6.0,-1234.0,924.0,1174.0,2.0,153.0,0.5,1.0
12004,9.0,-3609.0,573.0,1040.0,5.0,60.0,0.5,1.0
12007,6.0,-4064.0,715.0,1134.0,4.0,136.0,0.5,1.0
12009,8.0,-3331.0,579.0,1498.0,3.0,107.0,0.5,1.0
12012,3.0,-1217.0,810.0,876.0,2.0,120.0,0.5,1.0
12026,9.0,-1433.0,730.0,828.0,4.0,71.0,0.5,0.0
12027,11.0,-1626.0,509.0,816.0,2.0,158.0,0.5,1.0
12028,3.0,-2092.0,587.0,1333.0,5.0,139.0,0.5,0.0
12031,5.0,-2491.0,881.0,1464.0,4.0,74.0,0.5,0.0
12032,9.0,-462.0,535.0,1012.0,5.0,81.0,0.5,0.0
12034,9.0,-1764.0,773.0,1016.0,4.0,151.0,0.5,0.0
12035,8.0,-858.0,794.0,584.0,2.0,127.0,0.5,1.0
12037,3.0,-4060.0,674.0,1332.0,3.0,62.0,0.5,1.0
12041,9.0,-4758.0,586.0,1156.0,3.0,81.0,0.5,1.0
12042,10.0,-3384.0,838.0,1043.0,3.0,156.0,0.5,1.0
12043,11.0,-3455.0,779.0,1486.0,4.0,75.0,0.5,1.0
12044,6.0,-2011.0,676.0,1308.0,2.0,154.0,0.5,1.0
12046,11.0,-3309.0,784.0,669.0,3.0,84.0,0.5,1.0
12047,7.0,-3505.0,854.0,824.0,2.0,113.0,0.5,1.0
12049,7.0,-3047.0,772.0,811.0,5.0,155.0,0.5,0.0
12059,4.0,-1500.0,840.0,534.0,5.0,138.0,0.5,0.0
12063,9.0,-3797.0,734.0,541.0,3.0,148.0,0.5,0.0
12064,4.0,-4746.0,713.0,1401.0,5.0,105.0,0.5,1.0
12065,5.0,-2497.0,908.0,1472.0,2.0,66.0,0.5,1.0
12066,10.0,-2746.0,907.0,677.0,5.0,74.0,0.5,0.0
12068,5.0,-1500.0,526.0,988.0,3.0,81.0,0.5,0.0
12069,5.0,-952.0,653.0,707.0,2.0,82.0,0.5,1.0
12071,3.0,-1517.0,852.0,879.0,3.0,145.0,0.5,0.0
12084,6.0,-2604.0,754.0,1135.0,3.0,152.0,0.5,1.0
12087,8.0,-770.0,871.0,1149.0,5.0,121.0,0.5,0.0
12089,5.0,-1171.0,822.0,702.0,4.0,109.0,0.5,0.0
12091,4.0,-1201.0,662.0,1065.0,5.0,97.0,0.5,0.0
12095,5.0,-2904.0,684.0,604.0,5.0,70.0,0.5,0.0
12097,4.0,-470.0,557.0,1198.0,3.0,66.0,0.5,0.0
12099,11.0,-3580.0,820.0,846.0,5.0,113.0,0.5,1.0
12101,4.0,-104.0,707.0,1263.0,3.0,133.0,0.5,1.0
12111,10.0,-738.0,827.0,1098.0,4.0,76.0,0.5,0.0
12112,11.0,-1407.0,945.0,1436.0,2.0,83.0,0.5,1.0
12114,8.0,-2909.0,914.0,1016.0,2.0,88.0,0.5,1.0
12118,6.0,-800.0,708.0,1111.0,3.0,148.0,0.5,1.0
12119,5.0,-1880.0,975.0,965.0,4.0,88.0,0.5,0.0
12122,7.0,-3017.0,657.0,1496.0,3.0,85.0,0.5,1.0
12134,7.0,-459.0,840.0,536.0,4.0,96.0,0.5,0.0
12135,8.0,-4083.0,815.0,1372.0,2.0,159.0,0.5,1.0
12139,7.0,-3741.0,502.0,1115.0,2.0,119.0,0.5,1.0
12140,3.0,-4888.0,873.0,748.0,4.0,102.0,0.5,0.0
12141,9.0,-2347.0,721.0,784.0,5.0,66.0,0.5,0.0
12142,7.0,-4231.0,997.0,1401.0,5.0,149.0,0.5,1.0
12144,3.0,-425.0,817.0,1356.0,3.0,89.0,0.5,1.0
12148,11.0,-1193.0,687.0,1307.0,4.0,64.0,0.5,1.0
12152,6.0,-4765.0,758.0,1427.0,5.0,149.0,0.5,1.0
12154,6.0,-4104.0,879.0,1493.0,3.0,102.0,0.5,1.0
12157,4.0,-1908.0,560.0,1275.0,2.0,115.0,0.5,1.0
12158,11.0,-1969.0,678.0,826.0,5.0,90.0,0.5,0.0
12159,9.0,-1887.0,881.0,1150.0,2.0,69.0,0.5,1.0
12160,9.0,-1462.0,979.0,940.0,4.0,133.0,0.5,0.0
12164,11.0,-2592.0,659.0,1491.0,5.0,76.0,0.5,1.0
12166,4.0,-4021.0,835.0,885.0,4.0,74.0,0.5,0.0
12167,9.0,-3248.0,796.0,995.0,3.0,128.0,0.5,1.0
12170,11.0,-1787.0,933.0,654.0,2.0,72.0,0.5,1.0
12177,7.0,-1217.0,713.0,1203.0,3.0,60.0,0.5,0.0
12178,4.0,-834.0,747.0,1000.0,2.0,124.0,0.5,1.0
12180,7.0,-3310.0,989.0,1372.0,5.0,73.0,0.5,0.0
12181,10.0,-3629.0,974.0,1346.0,3.0,136.0,0.5,1.0
12183,3.0,-4947.0,888.0,584.0,4.0,130.0,0.5,0.0
12189,10.0,-3551.0,706.0,1260.0,4.0,81.0,0.5,1.0
12194,7.0,-2677.0,781.0,1454.0,5.0,85.0,0.5,1.0
12196,3.0,-938.0,529.0,1175.0,5.0,94.0,0.5,0.0
12198,3.0,-2150.0,573.0,920.0,4.0,110.0,0.5,0.0
12204,10.0,-219.0,732.0,1042.0,3.0,80.0,0.5,1.0
12205,4.0,-444.0,953.0,1002.0,5.0,121.0,0.5,0.0
12210,5.0,-2616.0,926.0,972.0,2.0,96.0,0.5,1.0
12211,9.0,-3279.0,758.0,1250.0,4.0,146.0,0.5,1.0
12213,10.0,-3967.0,703.0,991.0,2.0,60.0,0.5,1.0
12216,6.0,-2478.0,532.0,524.0,5.0,140.0,0.5,0.0
12217,3.0,-1216.0,661.0,1293.0,5.0,61.0,0.5,0.0
12218,12.0,-3936.0,780.0,838.0,4.0,143.0,0.5,1.0
12223,6.0,-4455.0,796.0,1134.0,3.0,81.0,0.5,1.0
12228,8.0,-4926.0,848.0,584.0,2.0,74.0,0.5,1.0
12229,6.0,-801.0,630.0,1399.0,5.0,122.0,0.5,0.0
12231,11.0,-3842.0,945.0,1443.0,4.0,147.0,0.5,1.0
12239,9.0,-402.0,859.0,1477.0,2.0,88.0,0.5,1.0
12241,6.0,-4184.0,556.0,573.0,3.0,157.0,0.5,1.0
12242,4.0,-2137.0,919.0,687.0,5.0,106.0,0.5,0.0
12245,11.0,-4121.0,954.0,1362.0,5.0,141.0,0.5,1.0
12246,11.0,-1562.0,730.0,1289.0,2.0,138.0,0.5,1.0
12247,10.0,-4672.0,956.0,999.0,2.0,67.0,0.5,1.0
12248,5.0,-3378.0,844.0,1122.0,4.0,110.0,0.5,0.0
12255,4.0,-784.0,874.0,1000.0,3.0,113.0,0.5,0.0
12257,3.0,-1884.0,994.0,1224.0,4.0,152.0,0.5,0.0
12259,8.0,-2899.0,664.0,712.0,2.0,133.0,0.5,1.0
12261,9.0,-3823.0,794.0,514.0,5.0,73.0,0.5,0.0
12262,8.0,-1645.0,877.0,1192.0,2.0,154.0,0.5,1.0
12264,4.0,-4437.0,529.0,1428.0,4.0,99.0,0.5,1.0
12265,11.0,-1176.0,503.0,1444.0,4.0,60.0,0.5,1.0
12266,10.0,-517.0,901.0,1495.0,5.0,96.0,0.5,0.0
12268,4.0,-1904.0,796.0,568.0,4.0,139.0,0.5,0.0
12269,6.0,-699.0,817.0,832.0,2.0,81.0,0.5,1.0
12270,8.0,-2866.0,942.0,1499.0,4.0,97.0,0.5,1.0
12272,7.0,-4982.0,843.0,1315.0,5.0,134.0,0.5,1.0
12279,4.0,-1993.0,530.0,1233.0,5.0,154.0,0.5,0.0
12280,4.0,-2696.0,588.0,986.0,2.0,106.0,0.5,1.0
12283,4.0,-2782.0,713.0,598.0,2.0,91.0,0.5,1.0
12284,5.0,-4635.0,541.0,912.0,3.0,105.0,0.5,1.0
12285,8.0,-4958.0,500.0,782.0,4.0,79.0,0.5,1.0
12290,10.0,-345.0,548.0,955.0,3.0,156.0,0.5,1.0
12300,9.0,-1359.0,841.0,557.0,2.0,96.0,0.5,1.0
12308,4.0,-4822.0,924.0,950.0,5.0,133.0,0.5,0.0
12309,6.0,-1178.0,789.0,1451.0,2.0,67.0,0.5,1.0
12311,11.0,-3657.0,569.0,1272.0,5.0,61.0,0.5,1.0
12312,8.0,-1786.0,759.0,1464.0,2.0,68.0,0.5,1.0
12315,9.0,-2793.0,840.0,662.0,3.0,156.0,0.5,1.0
12317,8.0,-653.0,911.0,1134.0,3.0,102.0,0.5,0.0
12319,9.0,-4840.0,976.0,640.0,5.0,155.0,0.5,0.0
12320,10.0,-800.0,600.0,1482.0,2.0,110.0,0.5,1.0
12321,3.0,-3101.0,932.0,913.0,3.0,75.0,0.5,1.0
12322,6.0,-221.0,858.0,837.0,5.0,98.0,0.5,0.0
12323,10.0,-1926.0,765.0,1069.0,3.0,106.0,0.5,1.0
12325,11.0,-2940.0,952.0,1084.0,4.0,60.0,0.5,1.0
12329,10.0,-2558.0,611.0,919.0,3.0,102.0,0.5,1.0
12333,5.0,-4822.0,964.0,1366.0,3.0,129.0,0.5,1.0
12338,3.0,-3774.0,738.0,692.0,3.0,111.0,0.5,1.0
12339,4.0,-548.0,889.0,1086.0,3.0,131.0,0.5,1.0
12343,3.0,-2083.0,504.0,1408.0,3.0,61.0,0.5,1.0
12357,3.0,-567.0,769.0,521.0,2.0,103.0,0.5,1.0
12361,9.0,-3191.0,945.0,897.0,3.0,153.0,0.5,1.0
12363,8.0,-2627.0,718.0,575.0,2.0,68.0,0.5,1.0
12364,9.0,-3953.0,602.0,692.0,3.0,121.0,0.5,1.0
12367,4.0,-1228.0,601.0,786.0,3.0,118.0,0.5,0.0
12371,5.0,-141.0,925.0,881.0,5.0,109.0,0.5,1.0
12381,6.0,-3456.0,968.0,1121.0,3.0,103.0,0.5,1.0
12383,9.0,-3032.0,841.0,922.0,2.0,80.0,0.5,1.0
12384,6.0,-708.0,988.0,805.0,4.0,87.0,0.5,0.0
12386,9.0,-3824.0,622.0,1309.0,5.0,155.0,0.5,1.0
12388,9.0,-543.0,894.0,1218.0,2.0,116.0,0.5,1.0
12398,10.0,-661.0,665.0,1489.0,4.0,93.0,0.5,1.0
12405,8.0,-3829.0,679.0,925.0,3.0,97.0,0.5,1.0
12407,11.0,-2659.0,788.0,1414.0,2.0,72.0,0.5,1.0
12412,11.0,-1887.0,528.0,1197.0,3.0,84.0,0.5,1.0
12413,11.0,-3170.0,900.0,607.0,4.0,97.0,0.5,0.0
12416,7.0,-4861.0,655.0,1036.0,5.0,147.0,0.5,1.0
12423,10.0,-3574.0,849.0,1025.0,3.0,151.0,0.5,1.0
12431,4.0,-3527.0,948.0,723.0,4.0,71.0,0.5,0.0
12435,9.0,-1203.0,632.0,781.0,3.0,159.0,0.5,0.0
12436,10.0,-568.0,770.0,1041.0,4.0,79.0,0.5,0.0
12437,9.0,-3214.0,683.0,1130.0,2.0,68.0,0.5,1.0
12438,5.0,-1522.0,978.0,1259.0,2.0,87.0,0.5,1.0
12443,10.0,-2852.0,945.0,509.0,2.0,131.0,0.5,1.0
12445,3.0,-1889.0,972.0,1347.0,3.0,81.0,0.5,0.0
12447,11.0,-3466.0,552.0,1465.0,3.0,158.0,0.5,1.0
12462,4.0,-1938.0,664.0,665.0,2.0,91.0,0.5,1.0
12464,6.0,-3778.0,769.0,932.0,4.0,135.0,0.5,0.0
12467,8.0,-4027.0,848.0,1265.0,3.0,146.0,0.5,1.0
12471,3.0,-3647.0,914.0,620.0,2.0,147.0,0.5,1.0
12472,9.0,-2830.0,503.0,1321.0,5.0,132.0,0.5,1.0
12474,5.0,-4348.0,675.0,699.0,3.0,126.0,0.5,0.0
12475,4.0,-4074.0,723.0,1224.0,2.0,110.0,0.5,1.0
12476,8.0,-3327.0,572.0,1058.0,3.0,157.0,0.5,1.0
12477,11.0,-1809.0,948.0,762.0,5.0,71.0,0.5,0.0
12484,4.0,-1150.0,752.0,716.0,2.0,141.0,0.5,1.0
12485,11.0,-2060.0,554.0,585.0,3.0,149.0,0.5,1.0
12489,10.0,-4451.0,546.0,1166.0,5.0,138.0,0.5,1.0
12490,4.0,-3696.0,866.0,765.0,3.0,110.0,0.5,1.0
12497,7.0,-1446.0,606.0,530.0,3.0,151.0,0.5,1.0
12498,11.0,-291.0,779.0,908.0,2.0,104.0,0.5,1.0
12501,7.0,-3864.0,649.0,1165.0,5.0,106.0,0.5,1.0
12505,5.0,-1594.0,715.0,763.0,3.0,72.0,0.5,1.0
12507,8.0,-1499.0,704.0,1251.0,4.0,70.0,0.5,0.0
12508,4.0,-1320.0,605.0,680.0,2.0,74.0,0.5,1.0
12511,4.0,-529.0,863.0,543.0,2.0,96.0,0.5,1.0
12512,4.0,-2515.0,907.0,675.0,5.0,65.0,0.5,0.0
12514,5.0,-2857.0,654.0,970.0,5.0,112.0,0.5,0.0
12518,4.0,-4774.0,736.0,717.0,2.0,126.0,0.5,1.0
12524,8.0,-2443.0,799.0,709.0,2.0,138.0,0.5,1.0
12528,10.0,-2148.0,774.0,529.0,4.0,98.0,0.5,0.0
12529,8.0,-3860.0,536.0,882.0,2.0,75.0,0.5,1.0
12531,5.0,-327.0,661.0,1423.0,3.0,79.0,0.5,0.0
12532,4.0,-573.0,767.0,1102.0,2.0,76.0,0.5,1.0
12534,9.0,-466.0,518.0,857.0,5.0,119.0,0.5,0.0
12536,6.0,-4739.0,788.0,584.0,2.0,118.0,0.5,1.0
12541,9.0,-318.0,867.0,1189.0,3.0,100.0,0.5,1.0
12542,6.0,-164.0,732.0,519.0,3.0,95.0,0.5,1.0
12551,7.0,-618.0,831.0,1404.0,5.0,119.0,0.5,0.0
12553,4.0,-2083.0,918.0,1219.0,4.0,71.0,0.5,0.0
12555,6.0,-4266.0,613.0,537.0,5.0,125.0,0.5,0.0
12559,3.0,-899.0,540.0,845.0,2.0,102.0,0.5,1.0
12560,6.0,-313.0,946.0,976.0,4.0,157.0,0.5,1.0
12562,5.0,-2568.0,631.0,1036.0,5.0,71.0,0.5,0.0
12564,10.0,-856.0,675.0,968.0,2.0,147.0,0.5,1.0
12566,7.0,-3773.0,942.0,1238.0,3.0,69.0,0.5,1.0
12570,10.0,-4181.0,920.0,952.0,2.0,62.0,0.5,1.0
12572,3.0,-3229.0,697.0,1224.0,2.0,132.0,0.5,1.0
12577,8.0,-857.0,529.0,850.0,2.0,151.0,0.5,1.0
12578,9.0,-2709.0,675.0,1060.0,5.0,152.0,0.5,1.0
12579,11.0,-4329.0,629.0,1068.0,5.0,75.0,0.5,1.0
12583,5.0,-3644.0,651.0,1291.0,3.0,148.0,0.5,1.0
12584,6.0,-1617.0,812.0,849.0,5.0,95.0,0.5,0.0
12585,9.0,-3618.0,629.0,932.0,5.0,147.0,0.5,1.0
12588,6.0,-2525.0,700.0,511.0,2.0,100.0,0.5,1.0
12590,8.0,-1694.0,795.0,694.0,2.0,97.0,0.5,1.0
12592,11.0,-2821.0,502.0,1419.0,2.0,128.0,0.5,1.0
12593,3.0,-1486.0,602.0,814.0,4.0,133.0,0.5,0.0
12595,4.0,-2062.0,683.0,1295.0,2.0,70.0,0.5,1.0
12597,11.0,-493.0,562.0,818.0,5.0,114.0,0.5,0.0
12598,11.0,-3703.0,815.0,1208.0,2.0,109.0,0.5,1.0
12600,8.0,-4087.0,914.0,1014.0,2.0,155.0,0.5,1.0
12603,10.0,-4394.0,955.0,1059.0,3.0,64.0,0.5,1.0
12604,8.0,-225.0,523.0,1049.0,4.0,77.0,0.5,0.0
12606,4.0,-187.0,550.0,736.0,3.0,115.0,0.5,1.0
12609,6.0,-4552.0,621.0,810.0,3.0,146.0,0.5,1.0
12614,8.0,-2083.0,861.0,1438.0,3.0,149.0,0.5,1.0
12624,4.0,-4694.0,871.0,1181.0,4.0,158.0,0.5,0.0
12626,9.0,-1618.0,505.0,1046.0,5.0,66.0,0.5,1.0
12628,4.0,-4567.0,773.0,1336.0,5.0,144.0,0.5,0.0
12629,5.0,-653.0,502.0,1258.0,2.0,116.0,0.5,1.0
12632,11.0,-1340.0,682.0,1219.0,5.0,121.0,0.5,1.0
12635,8.0,-4335.0,586.0,1290.0,2.0,100.0,0.5,1.0
12636,9.0,-2786.0,758.0,622.0,2.0,82.0,0.5,1.0
12641,5.0,-277.0,942.0,944.0,5.0,131.0,0.5,1.0
12643,8.0,-1656.0,678.0,1117.0,5.0,78.0,0.5,0.0
12646,9.0,-1063.0,503.0,778.0,4.0,84.0,0.5,0.0
12648,8.0,-1674.0,920.0,1293.0,2.0,112.0,0.5,1.0
12649,8.0,-1935.0,561.0,759.0,4.0,79.0,0.5,0.0
12652,4.0,-3877.0,722.0,1240.0,3.0,106.0,0.5,1.0
12653,9.0,-3348.0,528.0,1094.0,4.0,87.0,0.5,1.0
12656,4.0,-866.0,835.0,1489.0,5.0,84.0,0.5,0.0
12658,8.0,-2492.0,921.0,970.0,4.0,119.0,0.5,0.0
12659,10.0,-2312.0,709.0,1229.0,3.0,107.0,0.5,1.0
12660,10.0,-4586.0,997.0,1288.0,4.0,117.0,0.5,1.0
12662,9.0,-338.0,823.0,1180.0,4.0,115.0,0.5,1.0
12665,11.0,-4531.0,725.0,660.0,5.0,88.0,0.5,1.0
12666,6.0,-954.0,857.0,1300.0,3.0,157.0,0.5,1.0
12667,10.0,-2853.0,505.0,863.0,5.0,112.0,0.5,1.0
12668,10.0,-3548.0,731.0,1261.0,5.0,153.0,0.5,1.0
12672,7.0,-321.0,638.0,801.0,5.0,135.0,0.5,1.0
12679,3.0,-1134.0,968.0,739.0,5.0,82.0,0.5,0.0
12687,11.0,-1138.0,927.0,686.0,4.0,80.0,0.5,0.0
12692,4.0,-1603.0,881.0,1045.0,3.0,151.0,0.5,1.0
12695,11.0,-452.0,935.0,1267.0,5.0,102.0,0.5,0.0
12700,9.0,-3788.0,865.0,1262.0,4.0,85.0,0.5,1.0
12701,10.0,-600.0,579.0,990.0,2.0,147.0,0.5,1.0
12702,3.0,-749.0,509.0,1332.0,2.0,105.0,0.5,1.0
12705,3.0,-4965.0,924.0,928.0,3.0,76.0,0.5,1.0
12717,5.0,-4464.0,658.0,976.0,4.0,94.0,0.5,1.0
12720,3.0,-3068.0,953.0,708.0,5.0,91.0,0.5,0.0
12726,11.0,-751.0,557.0,1053.0,3.0,104.0,0.5,1.0
12727,4.0,-3565.0,880.0,1313.0,2.0,157.0,0.5,1.0
12733,10.0,-1541.0,503.0,934.0,5.0,68.0,0.5,1.0
12738,11.0,-1626.0,738.0,835.0,3.0,80.0,0.5,1.0
12740,8.0,-418.0,700.0,1416.0,4.0,65.0,0.5,0.0
12742,7.0,-2312.0,716.0,931.0,5.0,102.0,0.5,0.0
12750,7.0,-3995.0,747.0,984.0,2.0,138.0,0.5,1.0
12751,6.0,-750.0,507.0,1111.0,4.0,157.0,0.5,1.0
12753,10.0,-2187.0,805.0,1422.0,5.0,117.0,0.5,1.0
12755,5.0,-2497.0,963.0,675.0,2.0,146.0,0.5,1.0
12761,3.0,-3709.0,692.0,618.0,3.0,92.0,0.5,0.0
12763,6.0,-464.0,558.0,1256.0,4.0,65.0,0.5,0.0
12766,5.0,-1467.0,772.0,1497.0,3.0,105.0,0.5,0.0
12769,7.0,-1943.0,648.0,1398.0,4.0,132.0,0.5,1.0
12771,6.0,-775.0,983.0,1283.0,5.0,104.0,0.5,0.0
12773,9.0,-1113.0,850.0,991.0,2.0,118.0,0.5,1.0
12775,9.0,-1306.0,542.0,957.0,3.0,60.0,0.5,1.0
12777,6.0,-1800.0,576.0,1129.0,2.0,62.0,0.5,1.0
12778,11.0,-156.0,825.0,708.0,4.0,158.0,0.5,1.0
12779,11.0,-2133.0,505.0,743.0,2.0,149.0,0.5,1.0
12781,7.0,-2707.0,999.0,1173.0,5.0,75.0,0.5,0.0
12787,5.0,-3926.0,978.0,946.0,4.0,67.0,0.5,0.0
12788,4.0,-2473.0,597.0,1223.0,4.0,103.0,0.5,0.0
12790,8.0,-3913.0,678.0,573.0,3.0,118.0,0.5,1.0
12794,10.0,-4752.0,520.0,1099.0,4.0,137.0,0.5,1.0
12795,4.0,-2823.0,900.0,1099.0,3.0,158.0,0.5,1.0
12798,9.0,-949.0,815.0,811.0,2.0,143.0,0.5,1.0
12802,11.0,-1002.0,924.0,809.0,4.0,134.0,0.5,0.0
12805,9.0,-506.0,893.0,1275.0,3.0,74.0,0.5,1.0
12807,8.0,-2548.0,727.0,747.0,5.0,75.0,0.5,0.0
12811,8.0,-2379.0,783.0,1378.0,4.0,133.0,0.5,1.0
12815,3.0,-2507.0,547.0,857.0,4.0,154.0,0.5,0.0
12822,9.0,-4079.0,643.0,709.0,2.0,81.0,0.5,1.0
12826,3.0,-2510.0,835.0,1193.0,5.0,125.0,0.5,0.0
12832,3.0,-3094.0,731.0,1106.0,3.0,90.0,0.5,1.0
12833,8.0,-2001.0,784.0,1098.0,4.0,70.0,0.5,0.0
12834,6.0,-1262.0,576.0,898.0,2.0,150.0,0.5,1.0
12836,11.0,-1066.0,829.0,823.0,5.0,126.0,0.5,0.0
12838,8.0,-456.0,744.0,1480.0,4.0,111.0,0.5,0.0
12843,8.0,-2281.0,768.0,1422.0,5.0,118.0,0.5,1.0
12850,3.0,-2520.0,990.0,811.0,2.0,139.0,0.5,1.0
12854,3.0,-3462.0,716.0,1282.0,2.0,140.0,0.5,1.0
12856,6.0,-973.0,685.0,1388.0,4.0,104.0,0.5,0.0
12859,11.0,-1189.0,797.0,1411.0,4.0,60.0,0.5,1.0
12862,5.0,-1104.0,771.0,619.0,2.0,68.0,0.5,1.0
12863,10.0,-2643.0,848.0,558.0,2.0,121.0,0.5,1.0
12867,9.0,-1253.0,665.0,1470.0,2.0,120.0,0.5,1.0
12872,3.0,-2508.0,910.0,1155.0,5.0,75.0,0.5,0.0
12873,10.0,-350.0,679.0,1167.0,2.0,104.0,0.5,1.0
12875,9.0,-1664.0,508.0,1064.0,2.0,110.0,0.5,1.0
12876,7.0,-645.0,841.0,1012.0,3.0,124.0,0.5,0.0
12878,5.0,-1309.0,643.0,791.0,5.0,121.0,0.5,0.0
12881,4.0,-2351.0,828.0,680.0,2.0,97.0,0.5,1.0
12882,3.0,-488.0,643.0,607.0,2.0,123.0,0.5,1.0
12888,4.0,-3199.0,561.0,1281.0,3.0,120.0,0.5,1.0
12890,5.0,-1052.0,727.0,1408.0,2.0,156.0,0.5,1.0
12891,3.0,-232.0,703.0,1239.0,2.0,153.0,0.5,1.0
12895,9.0,-292.0,679.0,1156.0,5.0,77.0,0.5,0.0
12909,5.0,-2555.0,524.0,838.0,5.0,108.0,0.5,0.0
12919,9.0,-4015.0,624.0,1140.0,2.0,79.0,0.5,1.0
12921,7.0,-1298.0,672.0,789.0,2.0,78.0,0.5,1.0
12922,11.0,-2768.0,735.0,622.0,5.0,108.0,0.5,0.0
12924,10.0,-2041.0,970.0,1087.0,3.0,95.0,0.5,1.0
12931,3.0,-3313.0,503.0,1138.0,3.0,74.0,0.5,1.0
12932,7.0,-4231.0,772.0,865.0,4.0,156.0,0.5,1.0
12933,9.0,-4502.0,504.0,976.0,3.0,63.0,0.5,1.0
12934,8.0,-3399.0,945.0,1231.0,5.0,86.0,0.5,1.0
12937,7.0,-4756.0,843.0,724.0,2.0,152.0,0.5,1.0
12940,3.0,-2978.0,974.0,1147.0,5.0,120.0,0.5,0.0
12942,5.0,-196.0,995.0,976.0,4.0,64.0,0.5,0.0
12945,10.0,-2823.0,806.0,1260.0,4.0,105.0,0.5,1.0
12946,9.0,-1317.0,666.0,1498.0,4.0,81.0,0.5,1.0
12947,8.0,-1411.0,613.0,694.0,4.0,148.0,0.5,0.0
12950,7.0,-4611.0,837.0,690.0,4.0,137.0,0.5,0.0
12952,4.0,-464.0,687.0,1291.0,2.0,114.0,0.5,1.0
12954,3.0,-3349.0,587.0,1148.0,5.0,106.0,0.5,0.0
12957,11.0,-1764.0,844.0,532.0,3.0,90.0,0.5,1.0
12966,11.0,-4245.0,805.0,592.0,4.0,143.0,0.5,1.0
12984,7.0,-629.0,853.0,1360.0,2.0,159.0,0.5,1.0
12988,6.0,-1569.0,928.0,1190.0,2.0,136.0,0.5,1.0
12994,10.0,-2679.0,806.0,1342.0,2.0,127.0,0.5,1.0
12997,4.0,-489.0,859.0,798.0,2.0,82.0,0.5,1.0
13005,11.0,-2268.0,843.0,1266.0,3.0,103.0,0.5,1.0
13007,7.0,-1275.0,891.0,666.0,2.0,90.0,0.5,1.0
13011,8.0,-2436.0,767.0,794.0,2.0,123.0,0.5,1.0
13017,4.0,-2584.0,896.0,1184.0,2.0,60.0,0.5,1.0
13018,8.0,-741.0,903.0,695.0,3.0,136.0,0.5,1.0
13021,6.0,-323.0,967.0,1373.0,5.0,122.0,0.5,1.0
13024,9.0,-2834.0,594.0,1409.0,5.0,130.0,0.5,1.0
13027,10.0,-3886.0,605.0,918.0,5.0,141.0,0.5,1.0
13031,7.0,-479.0,592.0,537.0,4.0,127.0,0.5,0.0
13042,6.0,-310.0,580.0,1174.0,5.0,75.0,0.5,0.0
13043,7.0,-3362.0,708.0,1012.0,4.0,87.0,0.5,1.0
13048,3.0,-718.0,533.0,615.0,4.0,150.0,0.5,0.0
13049,5.0,-568.0,684.0,525.0,5.0,60.0,0.5,0.0
13050,9.0,-4570.0,627.0,729.0,2.0,73.0,0.5,1.0
13054,5.0,-1639.0,878.0,955.0,3.0,124.0,0.5,0.0
13060,9.0,-3799.0,645.0,760.0,2.0,131.0,0.5,1.0
13062,10.0,-1634.0,591.0,1458.0,2.0,123.0,0.5,1.0
13081,7.0,-2239.0,670.0,1438.0,2.0,139.0,0.5,1.0
13083,9.0,-2359.0,781.0,1148.0,2.0,132.0,0.5,1.0
13085,5.0,-1300.0,574.0,565.0,5.0,61.0,0.5,0.0
13086,3.0,-1178.0,698.0,1498.0,5.0,152.0,0.5,0.0
13087,9.0,-1592.0,591.0,883.0,3.0,158.0,0.5,1.0
