,N,F0,m,d_ms,d0,v0,prob,collision
1147,5.0,-263.0,949.0,928.0,4.0,152.0,0.5,1.0
1149,11.0,-2381.0,894.0,950.0,2.0,158.0,0.5,1.0
1154,8.0,-3227.0,578.0,544.0,4.0,69.0,0.5,0.0
1157,4.0,-1100.0,803.0,645.0,2.0,146.0,0.5,1.0
1158,3.0,-660.0,702.0,1072.0,5.0,100.0,0.5,0.0
1168,10.0,-3754.0,701.0,601.0,4.0,159.0,0.5,0.0
1171,3.0,-2146.0,703.0,914.0,5.0,94.0,0.5,0.0
1176,8.0,-3008.0,524.0,1088.0,5.0,154.0,0.5,1.0
1182,5.0,-2149.0,607.0,870.0,4.0,108.0,0.5,0.0
1185,11.0,-3759.0,532.0,1117.0,3.0,116.0,0.5,1.0
1187,5.0,-3311.0,579.0,1317.0,3.0,155.0,0.5,1.0
1195,3.0,-2153.0,922.0,852.0,4.0,76.0,0.5,0.0
1197,6.0,-1981.0,516.0,566.0,4.0,67.0,0.5,0.0
1198,9.0,-2546.0,730.0,1127.0,5.0,104.0,0.5,1.0
1199,4.0,-3928.0,793.0,741.0,2.0,121.0,0.5,1.0
1200,8.0,-3974.0,646.0,684.0,4.0,131.0,0.5,1.0
1202,6.0,-4228.0,1000.0,1445.0,4.0,134.0,0.5,1.0
1203,11.0,-2475.0,606.0,976.0,2.0,66.0,0.5,1.0
1206,8.0,-4754.0,546.0,1139.0,5.0,110.0,0.5,1.0
1208,5.0,-3845.0,808.0,895.0,2.0,117.0,0.5,1.0
1211,3.0,-3179.0,965.0,717.0,5.0,155.0,0.5,0.0
1221,6.0,-691.0,921.0,1353.0,5.0,65.0,0.5,0.0
1224,9.0,-2263.0,982.0,1314.0,2.0,76.0,0.5,1.0
1227,11.0,-3795.0,525.0,1004.0,2.0,151.0,0.5,1.0
1231,10.0,-1818.0,925.0,1106.0,4.0,79.0,0.5,0.0
1237,7.0,-2140.0,973.0,1026.0,5.0,133.0,0.5,0.0
1241,6.0,-988.0,985.0,701.0,2.0,88.0,0.5,1.0
1251,5.0,-3933.0,595.0,916.0,2.0,91.0,0.5,1.0
1257,8.0,-938.0,852.0,1496.0,5.0,62.0,0.5,0.0
1268,11.0,-3190.0,738.0,1307.0,4.0,143.0,0.5,1.0
1269,9.0,-2725.0,887.0,1107.0,3.0,96.0,0.5,1.0
1283,7.0,-1657.0,759.0,728.0,4.0,157.0,0.5,0.0
1287,9.0,-3371.0,619.0,877.0,3.0,60.0,0.5,1.0
1289,3.0,-2638.0,721.0,950.0,4.0,133.0,0.5,0.0
1290,11.0,-3407.0,751.0,1194.0,2.0,113.0,0.5,1.0
1292,7.0,-4163.0,692.0,637.0,2.0,92.0,0.5,1.0
1295,5.0,-4505.0,703.0,1322.0,2.0,136.0,0.5,1.0
1301,10.0,-3630.0,550.0,869.0,5.0,79.0,0.5,1.0
1302,8.0,-3348.0,537.0,990.0,4.0,64.0,0.5,1.0
1303,6.0,-1500.0,762.0,1123.0,4.0,158.0,0.5,0.0
1305,3.0,-111.0,596.0,1223.0,4.0,68.0,0.5,0.0
1308,10.0,-1738.0,622.0,662.0,3.0,99.0,0.5,1.0
1309,11.0,-1718.0,547.0,539.0,2.0,64.0,0.5,1.0
1310,8.0,-1518.0,504.0,1327.0,5.0,76.0,0.5,1.0
1311,4.0,-3276.0,724.0,935.0,4.0,153.0,0.5,0.0
1315,6.0,-4379.0,622.0,584.0,5.0,136.0,0.5,0.0
1319,4.0,-909.0,809.0,1198.0,3.0,140.0,0.5,0.0
1324,11.0,-2914.0,958.0,673.0,4.0,118.0,0.5,0.0
1325,6.0,-2816.0,521.0,1241.0,3.0,98.0,0.5,1.0
1326,7.0,-1783.0,882.0,887.0,2.0,105.0,0.5,1.0
1334,6.0,-1989.0,542.0,1140.0,5.0,133.0,0.5,0.0
1335,9.0,-3572.0,567.0,1198.0,4.0,111.0,0.5,1.0
1341,10.0,-4525.0,999.0,981.0,2.0,95.0,0.5,1.0
1342,11.0,-1313.0,509.0,759.0,2.0,68.0,0.5,1.0
1343,9.0,-1197.0,672.0,1020.0,5.0,73.0,0.5,0.0
1354,10.0,-3461.0,618.0,1030.0,2.0,157.0,0.5,1.0
1355,11.0,-2644.0,527.0,545.0,4.0,150.0,0.5,0.0
1356,3.0,-4324.0,538.0,846.0,4.0,130.0,0.5,0.0
1360,3.0,-1900.0,863.0,945.0,5.0,125.0,0.5,0.0
1361,11.0,-1919.0,705.0,1128.0,4.0,100.0,0.5,1.0
1362,10.0,-135.0,748.0,704.0,2.0,101.0,0.5,1.0
1366,5.0,-240.0,628.0,1499.0,3.0,100.0,0.5,1.0
1370,3.0,-2126.0,996.0,638.0,4.0,108.0,0.5,0.0
1372,6.0,-4773.0,905.0,992.0,3.0,73.0,0.5,1.0
1373,9.0,-3394.0,975.0,635.0,2.0,72.0,0.5,1.0
1375,9.0,-3157.0,677.0,645.0,3.0,94.0,0.5,1.0
1376,4.0,-439.0,608.0,1039.0,5.0,159.0,0.5,1.0
1377,10.0,-884.0,914.0,1474.0,3.0,126.0,0.5,1.0
1379,7.0,-1823.0,915.0,829.0,2.0,109.0,0.5,1.0
1381,9.0,-4048.0,625.0,951.0,5.0,155.0,0.5,1.0
1384,7.0,-3130.0,809.0,1399.0,3.0,95.0,0.5,1.0
1386,6.0,-1586.0,666.0,1412.0,3.0,132.0,0.5,0.0
1388,4.0,-2876.0,755.0,1002.0,2.0,73.0,0.5,1.0
1389,10.0,-4447.0,897.0,1326.0,4.0,84.0,0.5,1.0
1390,9.0,-1407.0,721.0,1389.0,3.0,83.0,0.5,1.0
1395,9.0,-4903.0,581.0,928.0,4.0,156.0,0.5,1.0
1396,7.0,-1892.0,632.0,1423.0,4.0,91.0,0.5,1.0
1397,10.0,-2718.0,936.0,1268.0,4.0,152.0,0.5,1.0
1398,10.0,-471.0,970.0,806.0,5.0,77.0,0.5,0.0
1403,6.0,-4982.0,631.0,949.0,2.0,149.0,0.5,1.0
1404,7.0,-1465.0,883.0,1169.0,2.0,110.0,0.5,1.0
1406,9.0,-3083.0,927.0,844.0,2.0,152.0,0.5,1.0
1410,8.0,-2284.0,612.0,1101.0,2.0,67.0,0.5,1.0
1414,5.0,-584.0,527.0,560.0,4.0,154.0,0.5,1.0
1415,10.0,-1395.0,624.0,790.0,3.0,69.0,0.5,1.0
1417,7.0,-1798.0,769.0,1112.0,4.0,136.0,0.5,0.0
1420,7.0,-4774.0,878.0,1061.0,4.0,64.0,0.5,1.0
1424,9.0,-3518.0,560.0,614.0,3.0,139.0,0.5,1.0
1425,11.0,-3303.0,985.0,1016.0,4.0,142.0,0.5,1.0
1426,3.0,-2798.0,536.0,1384.0,5.0,121.0,0.5,0.0
1428,8.0,-4360.0,522.0,872.0,4.0,88.0,0.5,1.0
1433,8.0,-4360.0,615.0,888.0,5.0,121.0,0.5,1.0
1438,3.0,-3924.0,513.0,787.0,3.0,67.0,0.5,1.0
1444,7.0,-2620.0,564.0,694.0,5.0,109.0,0.5,0.0
1447,6.0,-257.0,844.0,1096.0,5.0,137.0,0.5,1.0
1450,7.0,-4311.0,755.0,1437.0,3.0,79.0,0.5,1.0
1451,3.0,-3826.0,556.0,919.0,2.0,70.0,0.5,1.0
1453,5.0,-2857.0,665.0,1441.0,3.0,131.0,0.5,1.0
1454,10.0,-4486.0,737.0,1257.0,3.0,148.0,0.5,1.0
1456,6.0,-3510.0,626.0,1076.0,5.0,155.0,0.5,1.0
1467,3.0,-2889.0,916.0,1098.0,3.0,136.0,0.5,0.0
1468,3.0,-1711.0,792.0,1455.0,2.0,118.0,0.5,1.0
1469,10.0,-1565.0,560.0,745.0,2.0,94.0,0.5,1.0
1472,8.0,-2985.0,719.0,1406.0,5.0,70.0,0.5,1.0
1477,10.0,-3979.0,641.0,1171.0,5.0,86.0,0.5,1.0
1481,6.0,-4633.0,873.0,554.0,5.0,142.0,0.5,0.0
1482,11.0,-4995.0,669.0,821.0,3.0,138.0,0.5,1.0
1487,10.0,-756.0,829.0,599.0,2.0,156.0,0.5,1.0
1489,6.0,-1446.0,793.0,1344.0,3.0,122.0,0.5,0.0
1491,6.0,-3567.0,640.0,1100.0,3.0,77.0,0.5,1.0
1493,5.0,-446.0,935.0,908.0,3.0,124.0,0.5,1.0
1498,7.0,-296.0,620.0,935.0,2.0,78.0,0.5,1.0
1507,9.0,-3090.0,943.0,531.0,3.0,139.0,0.5,1.0
1510,7.0,-1700.0,774.0,1068.0,5.0,139.0,0.5,0.0
1520,9.0,-188.0,861.0,1153.0,5.0,138.0,0.5,1.0
1528,10.0,-3331.0,553.0,1285.0,4.0,137.0,0.5,1.0
1530,5.0,-3388.0,727.0,950.0,2.0,159.0,0.5,1.0
1531,3.0,-3296.0,715.0,1262.0,4.0,126.0,0.5,0.0
1532,10.0,-2994.0,975.0,910.0,3.0,110.0,0.5,1.0
1533,8.0,-1632.0,842.0,828.0,5.0,142.0,0.5,0.0
1542,5.0,-4194.0,793.0,1048.0,5.0,82.0,0.5,0.0
1544,7.0,-4837.0,738.0,1202.0,2.0,97.0,0.5,1.0
1547,5.0,-4984.0,903.0,609.0,3.0,132.0,0.5,0.0
1548,5.0,-3790.0,621.0,548.0,4.0,127.0,0.5,0.0
1560,10.0,-339.0,855.0,914.0,5.0,148.0,0.5,1.0
1565,6.0,-3701.0,534.0,563.0,5.0,100.0,0.5,0.0
1566,11.0,-2757.0,680.0,1456.0,5.0,92.0,0.5,1.0
1567,4.0,-4872.0,730.0,658.0,5.0,106.0,0.5,0.0
1568,7.0,-4965.0,818.0,1171.0,5.0,127.0,0.5,1.0
1569,7.0,-4661.0,989.0,782.0,5.0,98.0,0.5,0.0
1576,3.0,-4563.0,919.0,1341.0,2.0,125.0,0.5,1.0
1582,3.0,-4774.0,538.0,1283.0,5.0,105.0,0.5,0.0
1583,6.0,-4789.0,983.0,871.0,5.0,98.0,0.5,0.0
1585,9.0,-2684.0,862.0,1026.0,4.0,150.0,0.5,0.0
1589,9.0,-3938.0,805.0,745.0,5.0,117.0,0.5,0.0
1591,11.0,-4718.0,659.0,1074.0,2.0,106.0,0.5,1.0
1592,9.0,-4582.0,921.0,1235.0,4.0,98.0,0.5,1.0
1599,6.0,-2929.0,558.0,667.0,2.0,60.0,0.5,1.0
1602,9.0,-3850.0,924.0,912.0,2.0,155.0,0.5,1.0
1603,4.0,-1984.0,991.0,998.0,5.0,122.0,0.5,0.0
1605,11.0,-3233.0,669.0,1283.0,4.0,73.0,0.5,1.0
1607,10.0,-4656.0,814.0,645.0,2.0,142.0,0.5,1.0
1608,8.0,-4111.0,876.0,1260.0,5.0,71.0,0.5,1.0
1610,8.0,-4918.0,625.0,1060.0,3.0,63.0,0.5,1.0
1611,9.0,-4169.0,519.0,1432.0,4.0,140.0,0.5,1.0
1616,6.0,-1607.0,842.0,1420.0,5.0,77.0,0.5,0.0
1620,5.0,-3687.0,898.0,722.0,2.0,122.0,0.5,1.0
1621,3.0,-3026.0,787.0,1112.0,5.0,144.0,0.5,0.0
1622,8.0,-3412.0,652.0,699.0,2.0,117.0,0.5,1.0
1623,8.0,-2678.0,907.0,1321.0,4.0,118.0,0.5,1.0
1624,11.0,-2008.0,863.0,1076.0,4.0,126.0,0.5,1.0
1625,6.0,-3221.0,789.0,816.0,2.0,86.0,0.5,1.0
1632,7.0,-2722.0,556.0,1296.0,4.0,111.0,0.5,1.0
1633,11.0,-3963.0,766.0,1051.0,3.0,81.0,0.5,1.0
1634,8.0,-1876.0,618.0,1436.0,5.0,125.0,0.5,1.0
1635,5.0,-2767.0,509.0,1269.0,5.0,127.0,0.5,1.0
1636,10.0,-1018.0,837.0,1426.0,5.0,132.0,0.5,0.0
1640,8.0,-3811.0,611.0,1078.0,5.0,64.0,0.5,1.0
1651,11.0,-2096.0,766.0,1170.0,5.0,120.0,0.5,1.0
1654,4.0,-146.0,771.0,1237.0,2.0,82.0,0.5,1.0
1656,5.0,-2664.0,879.0,1258.0,3.0,74.0,0.5,1.0
1661,8.0,-2404.0,946.0,830.0,5.0,95.0,0.5,0.0
1664,9.0,-4238.0,962.0,1054.0,3.0,125.0,0.5,1.0
1671,6.0,-681.0,651.0,1016.0,4.0,142.0,0.5,0.0
1673,10.0,-1119.0,577.0,795.0,2.0,77.0,0.5,1.0
1676,5.0,-715.0,916.0,517.0,5.0,62.0,0.5,0.0
1678,10.0,-205.0,733.0,514.0,3.0,71.0,0.5,0.0
1679,7.0,-1583.0,674.0,1433.0,4.0,138.0,0.5,1.0
1686,11.0,-2416.0,577.0,1164.0,4.0,158.0,0.5,1.0
1687,10.0,-501.0,532.0,1077.0,5.0,68.0,0.5,0.0
1693,11.0,-1208.0,778.0,1148.0,3.0,118.0,0.5,1.0
1699,6.0,-2864.0,795.0,973.0,2.0,157.0,0.5,1.0
1700,3.0,-1628.0,654.0,1163.0,2.0,67.0,0.5,1.0
1705,5.0,-1022.0,708.0,666.0,5.0,128.0,0.5,0.0
1706,8.0,-2394.0,535.0,1145.0,4.0,117.0,0.5,1.0
1717,5.0,-4511.0,646.0,704.0,4.0,146.0,0.5,0.0
1721,10.0,-4002.0,840.0,871.0,3.0,91.0,0.5,1.0
1722,4.0,-1111.0,968.0,682.0,5.0,95.0,0.5,0.0
1724,8.0,-146.0,805.0,711.0,4.0,121.0,0.5,1.0
1727,10.0,-2949.0,546.0,1252.0,5.0,127.0,0.5,1.0
1730,9.0,-3373.0,524.0,519.0,3.0,114.0,0.5,1.0
1732,5.0,-3932.0,858.0,1413.0,4.0,86.0,0.5,0.0
1742,10.0,-2963.0,544.0,721.0,4.0,154.0,0.5,1.0
1743,7.0,-1702.0,631.0,1076.0,3.0,144.0,0.5,0.0
1747,3.0,-4931.0,929.0,1398.0,2.0,100.0,0.5,1.0
1748,3.0,-4128.0,784.0,1272.0,5.0,157.0,0.5,0.0
1752,6.0,-2658.0,896.0,1446.0,5.0,136.0,0.5,0.0
1755,4.0,-2952.0,913.0,1199.0,5.0,142.0,0.5,0.0
1758,9.0,-4601.0,645.0,911.0,2.0,109.0,0.5,1.0
1761,5.0,-4008.0,664.0,720.0,3.0,154.0,0.5,1.0
1762,4.0,-519.0,976.0,866.0,2.0,91.0,0.5,1.0
1764,4.0,-826.0,661.0,822.0,5.0,81.0,0.5,0.0
1765,3.0,-4988.0,503.0,695.0,3.0,89.0,0.5,0.0
1766,5.0,-2572.0,545.0,574.0,5.0,85.0,0.5,0.0
1768,8.0,-2318.0,947.0,683.0,2.0,81.0,0.5,1.0
1770,5.0,-1878.0,533.0,875.0,3.0,109.0,0.5,1.0
1772,5.0,-789.0,712.0,1287.0,2.0,146.0,0.5,1.0
1775,5.0,-3983.0,763.0,884.0,2.0,102.0,0.5,1.0
1780,7.0,-3401.0,645.0,1360.0,3.0,81.0,0.5,1.0
1783,4.0,-3460.0,846.0,1158.0,3.0,159.0,0.5,0.0
1784,4.0,-3120.0,876.0,1458.0,2.0,119.0,0.5,1.0
1790,5.0,-1215.0,619.0,971.0,3.0,113.0,0.5,1.0
1791,11.0,-1582.0,889.0,696.0,5.0,94.0,0.5,0.0
1794,4.0,-590.0,762.0,749.0,2.0,130.0,0.5,1.0
1795,4.0,-3227.0,719.0,1473.0,2.0,130.0,0.5,1.0
1796,11.0,-1167.0,632.0,1278.0,5.0,77.0,0.5,1.0
1799,8.0,-750.0,759.0,1161.0,2.0,83.0,0.5,1.0
1802,8.0,-3116.0,770.0,1032.0,5.0,113.0,0.5,1.0
1813,7.0,-2682.0,991.0,817.0,2.0,119.0,0.5,1.0
1817,10.0,-1463.0,710.0,768.0,2.0,143.0,0.5,1.0
1818,5.0,-2080.0,850.0,781.0,2.0,116.0,0.5,1.0
1821,3.0,-2267.0,902.0,737.0,3.0,98.0,0.5,1.0
1825,9.0,-594.0,815.0,903.0,2.0,109.0,0.5,1.0
1827,7.0,-2656.0,696.0,1000.0,2.0,145.0,0.5,1.0
1829,11.0,-3408.0,763.0,1000.0,3.0,95.0,0.5,1.0
1832,9.0,-1419.0,590.0,1016.0,4.0,107.0,0.5,1.0
1838,9.0,-2189.0,506.0,1126.0,5.0,137.0,0.5,1.0
1839,11.0,-4167.0,535.0,514.0,4.0,69.0,0.5,1.0
1840,9.0,-2055.0,693.0,962.0,4.0,150.0,0.5,0.0
1841,7.0,-1159.0,853.0,894.0,2.0,148.0,0.5,1.0
1842,10.0,-987.0,667.0,774.0,5.0,117.0,0.5,0.0
1843,5.0,-4714.0,539.0,626.0,2.0,89.0,0.5,1.0
1845,11.0,-3570.0,642.0,624.0,2.0,71.0,0.5,1.0
1851,7.0,-4170.0,730.0,1212.0,2.0,68.0,0.5,1.0
1852,7.0,-4253.0,875.0,1254.0,3.0,146.0,0.5,1.0
1853,4.0,-1841.0,662.0,504.0,2.0,141.0,0.5,1.0
1855,3.0,-336.0,976.0,1079.0,2.0,120.0,0.5,1.0
1867,6.0,-4350.0,878.0,1008.0,2.0,88.0,0.5,1.0
1868,10.0,-978.0,644.0,743.0,4.0,128.0,0.5,0.0
1869,6.0,-1042.0,932.0,921.0,2.0,146.0,0.5,1.0
1871,10.0,-4811.0,826.0,884.0,2.0,94.0,0.5,1.0
1873,3.0,-4901.0,652.0,1080.0,5.0,84.0,0.5,0.0
1877,9.0,-2288.0,811.0,666.0,3.0,71.0,0.5,1.0
1878,4.0,-372.0,899.0,1499.0,2.0,67.0,0.5,1.0
1887,3.0,-3545.0,633.0,722.0,2.0,74.0,0.5,1.0
1891,6.0,-3421.0,812.0,1029.0,2.0,124.0,0.5,1.0
1892,3.0,-475.0,640.0,566.0,3.0,102.0,0.5,1.0
1895,9.0,-4406.0,888.0,1428.0,4.0,150.0,0.5,1.0
1897,7.0,-823.0,519.0,1178.0,2.0,114.0,0.5,1.0
1899,8.0,-3017.0,999.0,1204.0,4.0,98.0,0.5,0.0
1903,3.0,-1274.0,651.0,548.0,4.0,109.0,0.5,0.0
1904,6.0,-2633.0,671.0,734.0,3.0,124.0,0.5,0.0
1909,9.0,-4456.0,728.0,1045.0,4.0,88.0,0.5,1.0
1914,4.0,-1201.0,559.0,579.0,5.0,62.0,0.5,0.0
1916,7.0,-2778.0,752.0,1108.0,4.0,150.0,0.5,1.0
1919,10.0,-1708.0,705.0,668.0,4.0,136.0,0.5,0.0
1920,4.0,-3014.0,725.0,803.0,5.0,91.0,0.5,0.0
1922,9.0,-1092.0,500.0,1191.0,2.0,79.0,0.5,1.0
1924,10.0,-2042.0,769.0,946.0,2.0,133.0,0.5,1.0
1926,7.0,-4159.0,523.0,1479.0,5.0,92.0,0.5,1.0
1927,9.0,-2021.0,595.0,518.0,3.0,147.0,0.5,0.0
1929,10.0,-991.0,645.0,703.0,3.0,99.0,0.5,1.0
1930,7.0,-3212.0,597.0,1094.0,2.0,108.0,0.5,1.0
1940,3.0,-4326.0,721.0,1020.0,5.0,124.0,0.5,0.0
1944,6.0,-986.0,500.0,1430.0,5.0,105.0,0.5,0.0
1946,3.0,-1841.0,904.0,626.0,5.0,90.0,0.5,0.0
1955,10.0,-4923.0,711.0,540.0,5.0,67.0,0.5,0.0
1956,5.0,-3138.0,633.0,683.0,5.0,67.0,0.5,0.0
1957,10.0,-2688.0,733.0,941.0,3.0,153.0,0.5,1.0
1958,11.0,-2694.0,722.0,714.0,2.0,81.0,0.5,1.0
1961,9.0,-1494.0,543.0,895.0,5.0,63.0,0.5,0.0
1964,10.0,-2017.0,552.0,1057.0,5.0,81.0,0.5,1.0
1966,8.0,-2192.0,928.0,981.0,3.0,103.0,0.5,0.0
1967,3.0,-3277.0,739.0,536.0,5.0,107.0,0.5,0.0
1970,9.0,-228.0,854.0,605.0,4.0,149.0,0.5,1.0
1972,7.0,-595.0,607.0,697.0,3.0,142.0,0.5,1.0
1974,8.0,-3444.0,826.0,1400.0,4.0,135.0,0.5,1.0
1975,8.0,-1525.0,677.0,854.0,4.0,73.0,0.5,0.0
1979,8.0,-1529.0,569.0,1480.0,5.0,150.0,0.5,1.0
1981,6.0,-2294.0,558.0,1125.0,5.0,137.0,0.5,0.0
1989,9.0,-4628.0,599.0,832.0,3.0,157.0,0.5,1.0
1993,7.0,-511.0,611.0,1129.0,3.0,124.0,0.5,1.0
1996,6.0,-2693.0,673.0,756.0,2.0,120.0,0.5,1.0
2000,9.0,-2244.0,984.0,1259.0,3.0,125.0,0.5,1.0
2001,9.0,-4152.0,785.0,1438.0,3.0,60.0,0.5,1.0
2004,11.0,-862.0,912.0,881.0,3.0,96.0,0.5,0.0
2006,4.0,-4534.0,824.0,1156.0,3.0,70.0,0.5,0.0
2007,4.0,-4075.0,955.0,926.0,3.0,91.0,0.5,1.0
2008,6.0,-1252.0,756.0,1134.0,2.0,123.0,0.5,1.0
2015,10.0,-2964.0,788.0,1110.0,5.0,84.0,0.5,1.0
2017,3.0,-940.0,867.0,1197.0,3.0,98.0,0.5,0.0
2021,8.0,-1639.0,589.0,1298.0,2.0,125.0,0.5,1.0
2022,4.0,-4020.0,893.0,1230.0,2.0,103.0,0.5,1.0
2031,8.0,-2087.0,790.0,524.0,5.0,84.0,0.5,0.0
2032,9.0,-2813.0,716.0,765.0,5.0,113.0,0.5,0.0
2036,11.0,-2640.0,794.0,961.0,3.0,82.0,0.5,1.0
2039,8.0,-3807.0,629.0,1010.0,3.0,114.0,0.5,1.0
2041,5.0,-2273.0,609.0,780.0,5.0,68.0,0.5,0.0
2044,8.0,-760.0,607.0,1072.0,2.0,133.0,0.5,1.0
2048,4.0,-1987.0,957.0,1279.0,4.0,70.0,0.5,0.0
2050,3.0,-1845.0,870.0,944.0,4.0,138.0,0.5,0.0
2051,8.0,-3870.0,699.0,1271.0,5.0,100.0,0.5,1.0
2052,5.0,-3686.0,722.0,797.0,2.0,129.0,0.5,1.0
2053,7.0,-2946.0,900.0,1199.0,4.0,130.0,0.5,0.0
2055,9.0,-3805.0,749.0,1078.0,2.0,86.0,0.5,1.0
2057,7.0,-3806.0,893.0,1133.0,2.0,66.0,0.5,1.0
2063,5.0,-4605.0,883.0,925.0,3.0,157.0,0.5,0.0
2073,3.0,-228.0,784.0,1324.0,3.0,91.0,0.5,1.0
2077,3.0,-1239.0,689.0,1460.0,2.0,72.0,0.5,1.0
2078,4.0,-3422.0,897.0,1361.0,5.0,95.0,0.5,0.0
2079,5.0,-439.0,817.0,1279.0,3.0,143.0,0.5,1.0
2081,11.0,-3281.0,830.0,1414.0,3.0,108.0,0.5,1.0
2083,7.0,-687.0,948.0,1071.0,5.0,76.0,0.5,0.0
2084,8.0,-207.0,907.0,1273.0,3.0,148.0,0.5,1.0
2087,3.0,-2676.0,940.0,969.0,5.0,137.0,0.5,0.0
2088,10.0,-3080.0,819.0,1483.0,2.0,94.0,0.5,1.0
2089,8.0,-719.0,541.0,1166.0,3.0,131.0,0.5,1.0
2092,8.0,-1354.0,649.0,1137.0,2.0,146.0,0.5,1.0
2098,6.0,-2987.0,522.0,797.0,5.0,70.0,0.5,0.0
2099,3.0,-1966.0,678.0,1247.0,2.0,82.0,0.5,1.0
2102,10.0,-3482.0,651.0,1315.0,4.0,85.0,0.5,1.0
2103,10.0,-4687.0,578.0,938.0,4.0,64.0,0.5,1.0
2104,11.0,-616.0,694.0,623.0,5.0,159.0,0.5,1.0
2105,10.0,-1986.0,886.0,741.0,5.0,82.0,0.5,0.0
2106,9.0,-698.0,861.0,754.0,5.0,72.0,0.5,0.0
2115,4.0,-4983.0,920.0,1217.0,5.0,154.0,0.5,0.0
2118,6.0,-4137.0,672.0,1496.0,4.0,121.0,0.5,1.0
2120,4.0,-3247.0,525.0,1344.0,5.0,79.0,0.5,1.0
2122,5.0,-127.0,916.0,867.0,3.0,148.0,0.5,1.0
2123,9.0,-4756.0,681.0,814.0,2.0,155.0,0.5,1.0
2128,11.0,-2507.0,882.0,1293.0,3.0,64.0,0.5,1.0
2129,11.0,-3438.0,659.0,1141.0,2.0,87.0,0.5,1.0
2133,5.0,-4300.0,676.0,830.0,5.0,66.0,0.5,0.0
2139,7.0,-2051.0,672.0,573.0,4.0,87.0,0.5,0.0
2142,7.0,-1093.0,807.0,881.0,4.0,94.0,0.5,0.0
2143,10.0,-3183.0,967.0,1398.0,3.0,80.0,0.5,1.0
2144,7.0,-2144.0,817.0,1346.0,3.0,71.0,0.5,1.0
2148,11.0,-3155.0,774.0,773.0,3.0,128.0,0.5,1.0
2149,6.0,-4819.0,668.0,1004.0,4.0,135.0,0.5,1.0
2152,6.0,-4650.0,733.0,1012.0,5.0,112.0,0.5,0.0
2167,8.0,-4943.0,941.0,1064.0,5.0,152.0,0.5,1.0
2168,5.0,-701.0,683.0,1220.0,4.0,138.0,0.5,0.0
2170,7.0,-4335.0,887.0,732.0,5.0,114.0,0.5,0.0
2171,4.0,-4074.0,985.0,968.0,3.0,150.0,0.5,1.0
2172,8.0,-1746.0,992.0,583.0,4.0,85.0,0.5,0.0
2174,9.0,-1616.0,994.0,1035.0,5.0,139.0,0.5,0.0
2175,5.0,-3745.0,835.0,1115.0,2.0,69.0,0.5,1.0
2177,5.0,-2440.0,595.0,817.0,5.0,135.0,0.5,0.0
2178,8.0,-547.0,939.0,730.0,4.0,149.0,0.5,1.0
2183,9.0,-4518.0,823.0,515.0,3.0,110.0,0.5,1.0
2187,3.0,-3923.0,926.0,853.0,2.0,71.0,0.5,1.0
2188,9.0,-4899.0,957.0,1004.0,2.0,126.0,0.5,1.0
2193,9.0,-664.0,741.0,550.0,3.0,128.0,0.5,1.0
2194,5.0,-618.0,529.0,923.0,3.0,72.0,0.5,1.0
2199,5.0,-439.0,967.0,819.0,4.0,69.0,0.5,0.0
2200,9.0,-370.0,533.0,640.0,2.0,119.0,0.5,1.0
2201,6.0,-3188.0,596.0,1343.0,3.0,65.0,0.5,1.0
2203,10.0,-4252.0,636.0,812.0,4.0,155.0,0.5,1.0
2204,4.0,-2615.0,518.0,1126.0,2.0,110.0,0.5,1.0
2205,6.0,-769.0,764.0,523.0,4.0,118.0,0.5,0.0
2211,3.0,-1856.0,980.0,902.0,2.0,90.0,0.5,1.0
2215,3.0,-4546.0,867.0,715.0,3.0,85.0,0.5,1.0
2216,9.0,-3669.0,698.0,1224.0,3.0,147.0,0.5,1.0
2219,3.0,-4034.0,630.0,1147.0,5.0,137.0,0.5,0.0
2225,9.0,-1539.0,950.0,1156.0,4.0,133.0,0.5,0.0
2229,6.0,-1764.0,636.0,728.0,5.0,149.0,0.5,0.0
2234,11.0,-2518.0,541.0,926.0,5.0,99.0,0.5,1.0
2237,5.0,-3995.0,775.0,1323.0,3.0,108.0,0.5,1.0
2241,9.0,-2128.0,742.0,1378.0,3.0,150.0,0.5,1.0
2243,8.0,-206.0,692.0,866.0,2.0,94.0,0.5,1.0
2245,10.0,-2513.0,607.0,514.0,4.0,65.0,0.5,0.0
2250,11.0,-4147.0,944.0,1216.0,5.0,156.0,0.5,1.0
2255,6.0,-4730.0,592.0,946.0,3.0,101.0,0.5,1.0
2258,6.0,-3399.0,959.0,1363.0,2.0,96.0,0.5,1.0
2264,10.0,-3145.0,655.0,721.0,3.0,136.0,0.5,1.0
2265,5.0,-3755.0,831.0,1230.0,5.0,82.0,0.5,0.0
2267,9.0,-1327.0,561.0,595.0,2.0,121.0,0.5,1.0
2277,4.0,-3716.0,877.0,564.0,5.0,94.0,0.5,0.0
2279,7.0,-2098.0,841.0,1207.0,2.0,87.0,0.5,1.0
2282,9.0,-1198.0,741.0,543.0,5.0,93.0,0.5,0.0
2283,10.0,-1659.0,726.0,609.0,2.0,112.0,0.5,1.0
2285,8.0,-1933.0,715.0,1311.0,5.0,142.0,0.5,1.0
2288,4.0,-1018.0,594.0,957.0,2.0,87.0,0.5,1.0
2295,4.0,-1897.0,592.0,718.0,4.0,67.0,0.5,0.0
